ID,Posted at,Screen name,Text
739098471534186496,2016-06-04 14:16:22 +0000,ICIJorg,RT @FrejaWedenborg: Mind-blowing keynote by @cabralens on lessons from @ICIJorg & #PanamaPapers at #EIJC16 - incl. Star Trek references! https://t.co/8dBAEkQGXN
739098471429378048,2016-06-04 14:16:22 +0000,RyleGerard,RT @FrejaWedenborg: Mind-blowing keynote by @cabralens on lessons from @ICIJorg & #PanamaPapers at #EIJC16 - incl. Star Trek references! https://t.co/8dBAEkQGXN
739098329397796864,2016-06-04 14:15:48 +0000,Remrow,Sessions at #EIJC16 highlight that investigative (data) journalism is so much about text processing #ddj #nlp
739098239333339137,2016-06-04 14:15:26 +0000,ICIJorg,"RT @cabralens: Like John Doe said, ""the revolution will be digitized"" Here's my presentation at #EIJC16 on @ICIJorg #PanamaPapers https://t.co/epX8hEhRHg"
739098239232675840,2016-06-04 14:15:26 +0000,RyleGerard,"RT @cabralens: Like John Doe said, ""the revolution will be digitized"" Here's my presentation at #EIJC16 on @ICIJorg #PanamaPapers https://t.co/epX8hEhRHg"
739098212733161472,2016-06-04 14:15:20 +0000,journalismfund,Chillaxing #EIJC16 https://t.co/6rz47SJiXA
739098124908662784,2016-06-04 14:14:59 +0000,GlenKCampbell,#EIJC16 #datajournalists! Where would you look for data from all EU national data portals AND from EU institutions?
739096656474443777,2016-06-04 14:09:09 +0000,maartenzam,"Slides for my session on Graphics beyond Bars and Lines, tomorrow at #EIJC16 https://t.co/nlf2Q6Y8fQ https://t.co/Bn8fVJoAVk"
739095914896359424,2016-06-04 14:06:12 +0000,nrecherche,.@mcaruanagalizia & @cabralens at #EIJC16 about tools behind #PanamaPapers – Soon at #nr16: https://t.co/38NFB2hbFN https://t.co/iSKc36h3nu
739095731731111941,2016-06-04 14:05:28 +0000,lyonanglais,"Thanks to all at #EIJC16 - learnt so much!

My latest data story https://t.co/dQnHEt91Zp - get in touch if you'd like to collaborate"
739095443854893056,2016-06-04 14:04:20 +0000,tweetdatalake,RT @cabralens: Sooo proud of the (growing number of) data journalists behind #PanamaPapers and how we collaborated! #EIJC16 #ddj https://t.co/v7ksIoBr81
739095362623901696,2016-06-04 14:04:00 +0000,ChElm,RT @maartenzam: For those who missed my talk on interactive explainers @ #EIJC16: here are the slides/links https://t.co/1DRHuY8vrm https://t.co/WwWbrnpvp3
739094890852782080,2016-06-04 14:02:08 +0000,aquilinoD,"RT @maartenzam: Very promising: Onodo, Network analysis for everyone https://t.co/KuQmd960Ex Presented by @civio at #EIJC16 https://t.co/LgODMMoAah"
739094811731492864,2016-06-04 14:01:49 +0000,aquilinoD,"RT @PauGuisado: Qué bien pinta Onodo, la herramienta de visualización de relaciones que @civio está a punto de hacer pública #EIJC16 https://t.co/h3xlKxXfmA"
739094784267198464,2016-06-04 14:01:42 +0000,aquilinoD,"RT @anouchka: Onodo, un outil gratuit et open source pour visualiser de relations de réseaux, prêt dans 3 semaines #EIJC16 https://t.co/jNsREwCkZv"
739094587604668416,2016-06-04 14:00:56 +0000,maartenzam,For those who missed my talk on interactive explainers @ #EIJC16: here are the slides/links https://t.co/1DRHuY8vrm https://t.co/WwWbrnpvp3
739094415499792384,2016-06-04 14:00:15 +0000,JonasDutordoir,RT @meeussjes: @Defensie_BE onderaan transparantielijst over eigen bombardementen Syrië/Irak. #EIJC16 @airwars #burgerslachtoffers https://t.co/GfgWDe2Nx3
739093424565981184,2016-06-04 13:56:18 +0000,todrobbins,"RT @maartenzam: Very promising: Onodo, Network analysis for everyone https://t.co/KuQmd960Ex Presented by @civio at #EIJC16 https://t.co/LgODMMoAah"
739093362314117121,2016-06-04 13:56:03 +0000,journalismfund,A whole new light on Facebook and its search functions... @researchclinic #EIJC16
739093360061845504,2016-06-04 13:56:03 +0000,meeussjes,@Defensie_BE onderaan transparantielijst over eigen bombardementen Syrië/Irak. #EIJC16 @airwars #burgerslachtoffers https://t.co/GfgWDe2Nx3
739092607486283776,2016-06-04 13:53:03 +0000,GlenKCampbell,.@hypothes_is and hoover annotation tools being discovered in #EIJC16 #datajournalists toolkit https://t.co/2BSQlUCudD
739092241885626369,2016-06-04 13:51:36 +0000,ShutGuantanamo,RT @airwars_: US-led Coalition says it's killed 41 civilians in 12700 airstrikes. We think true # of dead closer to 1300.  We explain why today at #EIJC16
739092047605403652,2016-06-04 13:50:50 +0000,correctiv_org,RT @journalismfund: #TTIP! NL journo Frank Mulder and @correctiv_org's @martiorosz share how they managed to bring a very complex subject to the people #EIJC16
739091451766771712,2016-06-04 13:48:28 +0000,rogovmerkurii,"Dear, wanna me to love? maybe you'll get lucky and we'll meet here #EIJC16 https://t.co/iSJCrZa4MG#R7D2mubavR https://t.co/rMqBCgkTV8"
739091091518050304,2016-06-04 13:47:02 +0000,1_lit3,RT @journocode: Thanks to @journalismfund @naberacka for giving us a chance to present our #LightningTalk at #EIJC16. It was lots of fun! #ddj #letscode
739090922139492353,2016-06-04 13:46:22 +0000,graph_zahl,RT @nrecherche: … another Lightning Talk at #EIJC16: @datentaeterin & @daten_drang present @journocode https://t.co/WbRjrHhQGP … https://t.co/xfNRsGj1sv
739090737166450688,2016-06-04 13:45:38 +0000,ChrisHernon,"RT @maartenzam: Very promising: Onodo, Network analysis for everyone https://t.co/KuQmd960Ex Presented by @civio at #EIJC16 https://t.co/LgODMMoAah"
739090728769486848,2016-06-04 13:45:36 +0000,CatherineRiva,RT @serenatinari: @RecheckHealth @serenatinari @CatherineRiva Lightening Talk at #EIJC16  https://t.co/wSHqUzgPZF
739089985404538880,2016-06-04 13:42:38 +0000,YemisiOgunleye,Annotations and search technologies for better collaborations between journalists #EIJC16 https://t.co/Wji1odzM2T
739089907910598657,2016-06-04 13:42:20 +0000,serenatinari,@RecheckHealth @serenatinari @CatherineRiva Lightening Talk at #EIJC16  https://t.co/wSHqUzgPZF
739089566519398401,2016-06-04 13:40:58 +0000,serenatinari,"Learn, apply and honor Evidence Based Medicine  principles and you cannot get it wrong @RecheckHealth #EIJC16  https://t.co/WAyLcTpQ73"
739089518159073280,2016-06-04 13:40:47 +0000,miskaknapek,RT @journalismfund: The art of #FOI flooding: increase cost of non-publication so much that it becomes cheaper to publish https://t.co/PbJgbamF2q #EIJC16
739089512626835460,2016-06-04 13:40:46 +0000,nrecherche,… and Elena Erdmann @TU_Dortmund about how machine learning can shape the future of investigative journalism #EIJC16 https://t.co/CEXhEH4SlM
739089443353710592,2016-06-04 13:40:29 +0000,miskaknapek,"RT @maartenzam: Very promising: Onodo, Network analysis for everyone https://t.co/KuQmd960Ex Presented by @civio at #EIJC16 https://t.co/LgODMMoAah"
739089219268825088,2016-06-04 13:39:36 +0000,HanneCoudere,RT @pascaldecroos: Leuke verrassing op de Dataharvest #EIJC16: dr ons gesteund project De Heroïne Route gefeatured dr @hostwriter https://t.co/txf11rQr7H
739089142596960256,2016-06-04 13:39:17 +0000,serenatinari,That was our @RecheckHealth talk on three Ninja moves to investigate and map public health affair. Thanks! #EIJC16  https://t.co/jOGqNzbzJI
739089027593175043,2016-06-04 13:38:50 +0000,JairoWashington,RT @maartenzam: My lessons from ‘How to build a data desk’ #EIJC16 wth @helenabengtsson @chelm @garcirrey @alphoenix @DataKatrine https://t.co/5SaY7nvq0D
739088504320327681,2016-06-04 13:36:45 +0000,annelisebouyer,RT @Berber21: .@jplusplus_ traced millions of hidden subsidies 4 footballclubs https://t.co/V8OKObecPV data research w plenty of story potential #EIJC16
739087996625031169,2016-06-04 13:34:44 +0000,FrejaWedenborg,RT @journalismfund: #TTIP! NL journo Frank Mulder and @correctiv_org's @martiorosz share how they managed to bring a very complex subject to the people #EIJC16
739087977968730112,2016-06-04 13:34:40 +0000,miskaknapek,RT @maartenzam: My lessons from ‘How to build a data desk’ #EIJC16 wth @helenabengtsson @chelm @garcirrey @alphoenix @DataKatrine https://t.co/5SaY7nvq0D
739087933064503296,2016-06-04 13:34:29 +0000,spielkamp,RT @algorithmwatch: Thx for coming to the session on algoritmic accountability at #EIJC16; stay in touch & please help to fill this list https://t.co/Dq7IxccP3q
739087834691178498,2016-06-04 13:34:06 +0000,journalismfund,#TTIP! NL journo Frank Mulder and @correctiv_org's @martiorosz share how they managed to bring a very complex subject to the people #EIJC16
739087795948523520,2016-06-04 13:33:56 +0000,philninh,RT @nrecherche: … another Lightning Talk at #EIJC16: @datentaeterin & @daten_drang present @journocode https://t.co/WbRjrHhQGP … https://t.co/xfNRsGj1sv
739087754060046337,2016-06-04 13:33:46 +0000,algorithmwatch,Thx for coming to the session on algoritmic accountability at #EIJC16; stay in touch & please help to fill this list https://t.co/Dq7IxccP3q
739087743477780480,2016-06-04 13:33:44 +0000,daten_drang,RT @nrecherche: … another Lightning Talk at #EIJC16: @datentaeterin & @daten_drang present @journocode https://t.co/WbRjrHhQGP … https://t.co/xfNRsGj1sv
739087674536034305,2016-06-04 13:33:27 +0000,soci,RT @stekhn: What algorithms should be watched? Submit to the list: https://t.co/hiyWWCy2GT via @algorithmwatch #datascience #EIJC16
739087469178675201,2016-06-04 13:32:38 +0000,masaonav,"RT @maartenzam: Very promising: Onodo, Network analysis for everyone https://t.co/KuQmd960Ex Presented by @civio at #EIJC16 https://t.co/LgODMMoAah"
739087332578582528,2016-06-04 13:32:06 +0000,journalismfund,We found a plastic SALTO chip card. Anyone missing one? #EIJC16
739087296830550016,2016-06-04 13:31:57 +0000,anastasiajourno,RT @dwhly: Problems with the dispute settlement provisions of TTIP #EIJC16 https://t.co/gsSRFuyzea
739087224973762560,2016-06-04 13:31:40 +0000,journocode,RT @nrecherche: … another Lightning Talk at #EIJC16: @datentaeterin & @daten_drang present @journocode https://t.co/WbRjrHhQGP … https://t.co/xfNRsGj1sv
739087081843138561,2016-06-04 13:31:06 +0000,nrecherche,… another Lightning Talk at #EIJC16: @datentaeterin & @daten_drang present @journocode https://t.co/WbRjrHhQGP … https://t.co/xfNRsGj1sv
739087012486057984,2016-06-04 13:30:50 +0000,gifdata,"RT @cabralens: Like John Doe said, ""the revolution will be digitized"" Here's my presentation at #EIJC16 on @ICIJorg #PanamaPapers https://t.co/epX8hEhRHg"
739086920433733632,2016-06-04 13:30:28 +0000,dwhly,Problems with the dispute settlement provisions of TTIP #EIJC16 https://t.co/gsSRFuyzea
739086782235578368,2016-06-04 13:29:55 +0000,gersonlmartins,"RT @maartenzam: Very promising: Onodo, Network analysis for everyone https://t.co/KuQmd960Ex Presented by @civio at #EIJC16 https://t.co/LgODMMoAah"
739086500353191937,2016-06-04 13:28:47 +0000,FrejaWedenborg,RT @aslakransby: We are moving the Open Security Bar from C3.15 to the cafeteria next to the foyer! #dataharvest #EIJC16
739086287869743104,2016-06-04 13:27:57 +0000,stekhn,"RT @maartenzam: Very promising: Onodo, Network analysis for everyone https://t.co/KuQmd960Ex Presented by @civio at #EIJC16 https://t.co/LgODMMoAah"
